Claim ID,Vehicle style,Vehicle color,Vehicle Age,Make,VehiclePrice,Gender,Marital Status,State,Occupation,License Type,Drinking-and-Driving,Collission Types,Accident Reason,Holiday Weeks,AccidentArea,Weather,Accident Date,Claim Date,Police Notification,Passengers #,Repair amount,Sum Insured,Days_Policy_Claim,PastNumberOfClaims,AddressChange_Claim,BasePolicy,DriverRating,Fraud Detected
8040,SUV,Green,10,BMW,40000 to 59000,0,Married,QLD,Accountants,O,1,side swipe,Driving drunk,Yes,Urban,Icy pavement,29/03/2017,29/11/2012,0,4,"$3,994.00","$3,195.20",more than 30,more than 4,no change,Liability,4,0
8041,Subcompacts,Blue,13,Pontiac,more than 69000,0,Married,SA,marketing manager,O,1,collision with stationary vehicle,Driving drunk,Yes,Urban,Rain,21/04/2011,24/05/2017,0,4,"$1,832.00","$1,282.40",more than 30,none,no change,All Perils,2,1
8042,Subcompacts,Blue,14,Pontiac,30000 to 39000,0,Married,QLD,Retails Salespersons,O,0,collision with stationary vehicle,Distracted driving,Yes,Urban,Fog,14/08/2019,17/07/2015,0,4,"$6,585.00","$5,926.50",more than 30,1,no change,Liability,4,1
8043,Executive,White,6,Ford,30000 to 39000,1,Single,TAS,information security analysts,L,1,nose-to-tail,Speeding,Yes,Urban,Wet pavement,29/08/2018,21/04/2011,0,1,"$2,714.00","$2,171.20",more than 30,none,no change,Liability,1,0
8044,Subcompacts,Yellow,5,Pontiac,20000 to 29000,0,Single,NSW,Cashiers,L,0,collision with stationary vehicle,Distracted driving,Yes,Urban,Snow/Sleet,1/09/2019,17/08/2012,0,2,"$4,466.00","$3,572.80",more than 30,none,4 to 8 years,Collision,3,1
8045,SUV,White,6,Pontiac,20000 to 29000,0,Single,TAS,Security guards,O,0,nose-to-tail,Driving drunk,Yes,Urban,Rain,26/10/2020,10/10/2011,1,0,"$4,080.00","$3,264.00",more than 30,1,no change,Liability,1,0
8046,SUV,Blue,9,Pontiac,20000 to 29000,0,Married,SA,Cashiers,O,1,side swipe,Driving tired,No,Urban,Icy pavement,19/03/2019,2/07/2018,0,0,"$4,330.00","$3,464.00",more than 30,none,no change,Collision,2,0
8047,SUV,Red,13,Honda,20000 to 29000,1,Single,TAS,engineer,O,0,nose-to-tail,Distracted driving,No,Urban,Rain,29/02/2016,18/07/2020,0,3,"$6,706.00","$6,035.40",more than 30,1,no change,Collision,1,0
8048,compacts,Red,1,Chevrolet,30000 to 39000,0,Married,VIC,Security guards,O,1,collision with stationary vehicle,Speeding,No,Urban,Snow/Sleet,14/02/2011,2/11/2017,0,0,$708.00,$495.60,more than 30,more than 4,no change,Liability,4,0
8049,SUV,Green,5,Toyota,more than 69000,1,Married,NSW,marketing manager,O,0,nose-to-tail,Speeding,No,Urban,Fog,3/10/2013,4/07/2019,0,4,"$6,562.00","$5,905.80",more than 30,1,no change,Liability,2,1
8050,SUV,Yellow,15,VW,40000 to 59000,0,Single,WA,Teacher,O,0,nose-to-tail,Distracted driving,No,Urban,Wet pavement,13/03/2010,25/07/2012,0,2,"$6,261.00","$5,634.90",more than 30,more than 4,no change,Liability,2,1
8051,compacts,Grey,14,Pontiac,20000 to 29000,0,Married,NT,nurse,O,1,nose-to-tail,Tailgating/aggressive driving,Yes,Rural,Rain,10/03/2013,7/06/2015,0,3,"$6,781.00","$6,102.90",more than 30,none,no change,All Perils,3,1
8052,Midsize,Red,4,Toyota,20000 to 29000,0,Married,ACT,physical therapists,P1 or P2,0,side swipe,Speeding,No,Rural,Wet pavement,8/04/2018,25/02/2010,0,3,"$2,648.00","$2,118.40",more than 30,2 to 4,no change,Collision,3,0
8053,SUV,White,11,Toyota,20000 to 29000,0,Single,NSW,Retails Salespersons,P,1,nose-to-tail,Driving drunk,Yes,Urban,Icy pavement,7/03/2013,3/03/2020,0,1,"$3,421.00","$2,736.80",more than 30,1,no change,Collision,1,0
8054,SUV,White,1,Honda,30000 to 39000,1,Married,WA,Trailer Truck Drivers,O,1,side swipe,Driving drunk,Yes,Urban,Snow/Slushy pavement,15/11/2019,31/07/2011,0,2,"$5,039.00","$4,535.10",more than 30,none,no change,Collision,3,0
8055,compacts,Blue,6,Toyota,20000 to 29000,1,Single,VIC,Security guards,O,1,side swipe,Speeding,No,Urban,Snow/Sleet,26/10/2013,2/10/2014,0,4,"$6,020.00","$5,418.00",more than 30,more than 4,no change,Liability,4,0
8056,SUV,Black,0,Mazda,20000 to 29000,0,Married,NSW,web developer,O,0,side swipe,Driving drunk,Yes,Urban,Rain,14/02/2018,17/02/2012,0,2,"$4,649.00","$3,719.20",more than 30,2 to 4,no change,Liability,1,1
8057,compacts,Grey,14,Pontiac,20000 to 29000,1,Married,WA,Security guards,P1 or P2,0,nose-to-tail,Poorly designed roads/intersections,Yes,Urban,Wet pavement,19/04/2012,21/02/2010,1,4,"$1,010.00",$707.00,more than 30,more than 4,no change,Liability,3,1
8058,SUV,Black,11,Dodge,more than 69000,1,Married,QLD,nurse,O,1,nose-to-tail,Poorly designed roads/intersections,Yes,Urban,Wet pavement,13/10/2017,12/01/2013,1,4,"$3,115.00","$2,492.00",more than 30,2 to 4,no change,Collision,2,1
8059,Midsize,Black,14,Accura,30000 to 39000,0,Single,VIC,medical assistants,O,1,collision with reversing,Speeding,Yes,Urban,Snow/Slushy pavement,10/06/2019,31/07/2014,0,1,"$4,259.00","$3,407.20",more than 30,2 to 4,2 to 3 years,Collision,2,0
8060,SUV,Green,4,Nisson,30000 to 39000,1,Married,TAS,Retails Salespersons,O,1,side swipe,Driving tired,Yes,Urban,Snow/Sleet,30/08/2010,3/06/2012,0,2,"$6,349.00","$5,714.10",more than 30,1,no change,Collision,1,1
8061,compacts,Green,4,Toyota,20000 to 29000,0,Married,VIC,nurse,O,0,nose-to-tail,Failing to give way,No,Urban,Wet pavement,4/12/2010,1/10/2019,0,4,"$2,423.00","$1,938.40",more than 30,1,no change,All Perils,2,0
8062,compacts,Black,7,Mazda,20000 to 29000,0,Married,NSW,Security guards,O,0,side swipe,Speeding,Yes,Urban,Icy pavement,10/07/2020,19/10/2015,0,2,"$2,611.00","$2,088.80",more than 30,1,no change,Collision,4,0
8063,City-cars,Black,9,VW,20000 to 29000,1,Single,VIC,Security guards,O,0,nose-to-tail,Driving drunk,Yes,Urban,Rain,28/01/2019,20/02/2011,0,3,"$4,854.00","$3,883.20",more than 30,2 to 4,no change,Liability,2,0
8064,SUV,Yellow,3,Toyota,20000 to 29000,0,Married,ACT,engineer,O,0,nose-to-tail,Poorly designed roads/intersections,No,Urban,Snow/Sleet,19/12/2014,6/03/2015,0,3,"$1,930.00","$1,351.00",more than 30,1,no change,All Perils,3,0
8065,SUV,Yellow,14,Pontiac,less than 20000,0,NA,WA,Security guards,O,1,side swipe,Driving through red lights,Yes,Urban,Snow/Sleet,13/02/2013,16/05/2010,0,0,"$6,987.00","$6,288.30",more than 30,2 to 4,4 to 8 years,Liability,3,0
8066,compacts,Green,4,Toyota,30000 to 39000,1,Single,QLD,Cashiers,O,1,nose-to-tail,Speeding,Yes,Urban,Snow/Sleet,28/01/2020,18/12/2015,0,3,"$2,073.00","$1,658.40",more than 30,none,no change,All Perils,2,1
8067,Subcompacts,Blue,8,Accura,30000 to 39000,1,Married,VIC,Retails Salespersons,P1 or P2,0,collision with stationary vehicle,Failing to give way,No,Urban,Rain,11/11/2011,31/10/2015,0,2,"$2,373.00","$1,898.40",more than 30,more than 4,no change,Collision,1,0
8068,compacts,Green,9,Honda,20000 to 29000,1,Single,NT,Security guards,O,1,collision with stationary vehicle,Poorly designed roads/intersections,No,Urban,Snow/Slushy pavement,6/08/2014,19/11/2012,0,2,"$4,075.00","$3,260.00",more than 30,more than 4,no change,Collision,2,0
8069,City-cars,Grey,6,Pontiac,20000 to 29000,1,Married,VIC,student,O,0,nose-to-tail,Driving tired,No,Urban,Fog,3/11/2017,11/06/2018,0,2,$542.00,$379.40,more than 30,1,no change,Collision,2,0
8070,SUV,Black,1,Toyota,30000 to 39000,0,Married,NSW,student,O,1,nose-to-tail,Poorly designed roads/intersections,No,Urban,Wet pavement,30/04/2014,19/11/2010,1,1,"$1,213.00",$849.10,more than 30,more than 4,no change,Liability,3,0
8071,compacts,White,14,Toyota,more than 69000,1,Married,NT,Cashiers,O,0,side swipe,Tailgating/aggressive driving,Yes,Urban,Wet pavement,11/02/2020,3/03/2020,0,3,"$4,624.00","$3,699.20",more than 30,2 to 4,no change,Collision,1,0
8072,Subcompacts,Green,11,Dodge,30000 to 39000,1,Single,ACT,Cashiers,O,1,side swipe,Tailgating/aggressive driving,No,Urban,Wet pavement,28/06/2011,26/09/2014,0,0,"$5,793.00","$5,213.70",more than 30,2 to 4,no change,All Perils,3,0
8073,Subcompacts,White,11,Pontiac,30000 to 39000,0,Single,QLD,physical therapists,O,0,side swipe,Tailgating/aggressive driving,Yes,Urban,Wet pavement,5/03/2020,19/05/2015,0,2,"$3,148.00","$2,518.40",more than 30,1,no change,Liability,1,0
8074,compacts,Yellow,11,Pontiac,20000 to 29000,1,Married,TAS,lawyer,O,0,collision with reversing,Speeding,Yes,Urban,Snow/Slushy pavement,14/11/2018,25/12/2011,0,4,"$5,530.00","$4,977.00",more than 30,2 to 4,no change,Liability,1,1
8075,compacts,Green,3,Pontiac,20000 to 29000,0,Single,ACT,student,O,1,side swipe,Speeding,No,Urban,Snow/Sleet,12/04/2018,23/03/2017,0,2,"$2,604.00","$2,083.20",more than 30,more than 4,no change,Collision,1,0
8076,SUV,Grey,5,Mazda,20000 to 29000,1,NA,TAS,insurance sales agent,O,1,nose-to-tail,Distracted driving,Yes,Urban,Rain,4/02/2013,17/05/2016,1,3,"$4,260.00","$3,408.00",more than 30,1,no change,Collision,3,0
8077,Executive,Red,12,Pontiac,20000 to 29000,0,Single,SA,medical assistants,O,0,nose-to-tail,Tailgating/aggressive driving,Yes,Urban,Rain,22/12/2018,31/12/2017,0,1,"$3,251.00","$2,600.80",more than 30,2 to 4,no change,All Perils,4,0
8078,Midsize,Green,4,Accura,20000 to 29000,0,Single,WA,dentists,O,0,side swipe,Driving drunk,No,Urban,Wet pavement,16/06/2010,15/01/2010,0,4,"$4,663.00","$3,730.40",more than 30,2 to 4,no change,All Perils,1,0
8079,compacts,Red,13,Honda,30000 to 39000,1,Married,VIC,Security guards,O,0,nose-to-tail,Tailgating/aggressive driving,Yes,Urban,Rain,9/08/2019,10/08/2012,0,3,"$5,647.00","$5,082.30",more than 30,2 to 4,no change,Collision,1,1
8080,SUV,Blue,0,Toyota,20000 to 29000,0,Single,WA,Teacher,O,1,collision with stationary vehicle,Distracted driving,Yes,Urban,Wet pavement,22/03/2017,27/01/2012,0,1,"$2,980.00","$2,384.00",more than 30,1,no change,Collision,1,0
8081,Sport,Blue,0,Chevrolet,20000 to 29000,0,Married,NSW,insurance sales agent,O,0,collision with reversing,Speeding,Yes,Urban,Rain,16/08/2010,4/11/2014,0,4,"$4,133.00","$3,306.40",more than 30,1,no change,Collision,3,0
8082,SUV,Blue,11,Pontiac,less than 20000,0,Single,NT,student,P,1,collision with stationary vehicle,Distracted driving,Yes,Urban,Wet pavement,5/04/2016,15/07/2019,0,0,"$4,657.00","$3,725.60",more than 30,1,no change,All Perils,3,1
8083,City-cars,Green,9,Mazda,20000 to 29000,0,Married,WA,insurance sales agent,O,0,side swipe,Tailgating/aggressive driving,No,Urban,Wet pavement,12/12/2011,26/05/2011,0,4,"$5,403.00","$4,862.70",more than 30,2 to 4,no change,Liability,2,0
8084,SUV,Yellow,13,Toyota,20000 to 29000,1,Married,ACT,dentists,O,0,nose-to-tail,Speeding,Yes,Urban,Rain,5/11/2012,1/04/2011,0,1,"$1,730.00","$1,211.00",more than 30,none,no change,All Perils,3,1
8085,SUV,Red,9,Accura,30000 to 39000,1,Married,NSW,Retails Salespersons,O,0,nose-to-tail,Speeding,Yes,Urban,Wet pavement,1/12/2019,3/12/2017,0,0,"$5,659.00","$5,093.10",more than 30,more than 4,no change,Liability,4,0
8086,Subcompacts,White,11,Honda,20000 to 29000,0,Single,ACT,Retails Salespersons,O,1,side swipe,Poorly designed roads/intersections,Yes,Urban,Wet pavement,27/08/2010,12/11/2020,0,4,"$5,911.00","$5,319.90",more than 30,2 to 4,4 to 8 years,Collision,4,1
8087,Subcompacts,Green,14,Toyota,20000 to 29000,1,Married,NT,flight attendant,O,1,side swipe,Failing to give way,Yes,Urban,Icy pavement,5/08/2019,3/09/2019,0,0,"$6,592.00","$5,932.80",more than 30,none,no change,All Perils,1,0
8088,compacts,Red,0,Honda,more than 69000,1,Married,VIC,nurse,P1 or P2,0,side swipe,Speeding,No,Urban,Snow/Slushy pavement,24/03/2015,27/08/2013,0,0,"$5,366.00","$4,829.40",more than 30,more than 4,no change,Liability,1,1
8089,SUV,Blue,9,Pontiac,20000 to 29000,1,Married,QLD,Teacher,O,1,side swipe,Distracted driving,Yes,Urban,Icy pavement,5/05/2012,27/09/2011,0,0,"$6,366.00","$5,729.40",more than 30,2 to 4,no change,Collision,3,1
8090,SUV,Grey,0,Saturn,20000 to 29000,0,Single,WA,Security guards,O,1,side swipe,Tailgating/aggressive driving,Yes,Urban,Wet pavement,15/08/2015,11/08/2016,0,2,"$5,744.00","$5,169.60",more than 30,1,no change,All Perils,4,0
8091,compacts,White,15,Mazda,20000 to 29000,0,Single,ACT,information security analysts,O,0,collision with reversing,Speeding,No,Urban,Wet pavement,5/09/2012,17/06/2018,0,3,"$6,473.00","$5,825.70",more than 30,none,no change,All Perils,3,0
8092,MPV,White,5,Honda,20000 to 29000,1,Married,NSW,Trailer Truck Drivers,O,1,nose-to-tail,Tailgating/aggressive driving,No,Urban,Wet pavement,30/08/2012,17/10/2016,0,4,"$1,181.00",$826.70,more than 30,none,no change,Collision,2,1
8093,SUV,Yellow,13,Mazda,30000 to 39000,1,Married,VIC,web developer,O,1,side swipe,Tailgating/aggressive driving,No,Urban,Rain,15/02/2011,28/03/2012,0,3,"$3,472.00","$2,777.60",more than 30,1,no change,Collision,2,0
8094,compacts,Red,14,Pontiac,less than 20000,0,Married,NSW,Accountants,O,1,side swipe,Driving drunk,Yes,Urban,Wet pavement,3/09/2020,26/11/2018,1,3,"$2,912.00","$2,329.60",more than 30,1,no change,All Perils,1,1
8095,Subcompacts,White,10,Ford,30000 to 39000,1,Married,VIC,engineer,O,0,nose-to-tail,Speeding,Yes,Urban,Snow/Sleet,30/04/2015,7/06/2016,0,2,"$1,090.00",$763.00,more than 30,2 to 4,no change,Collision,2,1
8096,Subcompacts,Green,11,Toyota,20000 to 29000,1,Single,SA,Cashiers,O,0,nose-to-tail,Distracted driving,No,Urban,Icy pavement,3/07/2011,17/10/2015,0,1,"$1,952.00","$1,366.40",more than 30,2 to 4,no change,Liability,4,0
8097,Van,Green,7,Chevrolet,20000 to 29000,0,Married,WA,Accountants,O,0,nose-to-tail,Driving through red lights,Yes,Urban,Wet pavement,25/04/2014,19/09/2018,0,1,$881.00,$616.70,more than 30,1,no change,Collision,1,0
8098,SUV,Grey,11,Mazda,30000 to 39000,0,Married,SA,marketing manager,O,0,side swipe,Speeding,No,Urban,Wet pavement,1/01/2018,6/07/2018,0,4,"$1,884.00","$1,318.80",more than 30,2 to 4,no change,Collision,3,1
8099,SUV,Green,13,Toyota,20000 to 29000,1,Married,SA,nurse,O,0,nose-to-tail,Distracted driving,No,Rural,Snow/Slushy pavement,27/07/2019,24/02/2013,0,2,"$5,966.00","$5,369.40",more than 30,none,no change,All Perils,3,0
8100,SUV,Green,13,Chevrolet,30000 to 39000,0,Single,NT,information security analysts,O,0,collision with stationary vehicle,Distracted driving,No,Urban,Wet pavement,22/11/2013,5/12/2017,0,4,"$6,237.00","$5,613.30",more than 30,more than 4,1 year,Liability,1,1
8101,Executive,White,13,Mazda,30000 to 39000,1,Married,QLD,nurse,O,1,collision with stationary vehicle,Distracted driving,Yes,Rural,Wet pavement,2/04/2011,26/05/2014,0,1,"$5,593.00","$5,033.70",more than 30,2 to 4,no change,Liability,1,1
8102,Subcompacts,Yellow,0,Pontiac,30000 to 39000,1,Single,TAS,dentists,O,0,collision with reversing,Distracted driving,Yes,Urban,Snow/Sleet,31/10/2017,6/05/2011,0,4,$754.00,$527.80,more than 30,2 to 4,no change,Liability,1,1
8103,City-cars,Green,5,Honda,20000 to 29000,0,Single,ACT,dentists,O,1,collision with stationary vehicle,Driving through red lights,No,Urban,Rain,30/11/2012,15/03/2013,0,0,"$2,807.00","$2,245.60",more than 30,1,no change,Liability,3,1
8104,SUV,Blue,5,Mazda,more than 69000,0,Married,SA,physical therapists,O,1,side swipe,Distracted driving,No,Urban,Rain,25/09/2010,16/01/2018,0,3,"$2,332.00","$1,865.60",more than 30,2 to 4,no change,All Perils,2,0
8105,SUV,Green,6,Saturn,20000 to 29000,1,Married,TAS,insurance sales agent,O,1,nose-to-tail,Failing to give way,Yes,Urban,Snow/Sleet,6/11/2015,16/02/2016,0,1,"$6,183.00","$5,564.70",more than 30,2 to 4,no change,All Perils,1,1
8106,SUV,Grey,11,Pontiac,20000 to 29000,0,Single,NSW,Teacher,P1 or P2,0,collision with stationary vehicle,Speeding,Yes,Urban,Rain,24/03/2018,28/12/2017,0,2,"$1,350.00",$945.00,more than 30,none,no change,Collision,3,0
8107,compacts,Black,1,Chevrolet,more than 69000,0,Single,NT,engineer,O,0,collision with reversing,Driving drunk,Yes,Urban,Icy pavement,29/06/2012,30/12/2017,0,2,"$6,502.00","$5,851.80",more than 30,none,4 to 8 years,All Perils,4,1
8108,SUV,Green,8,Honda,20000 to 29000,1,Married,WA,information security analysts,O,1,nose-to-tail,Speeding,Yes,Urban,Wet pavement,5/02/2016,9/07/2019,1,2,"$2,797.00","$2,237.60",more than 30,none,no change,All Perils,2,0
8109,Subcompacts,Blue,0,Honda,30000 to 39000,0,Married,ACT,office clerks,O,0,nose-to-tail,Failing to give way,No,Urban,Snow/Slushy pavement,30/05/2013,14/03/2018,0,0,"$3,130.00","$2,504.00",more than 30,more than 4,no change,Liability,4,0
8110,City-cars,Blue,6,Toyota,20000 to 29000,0,Married,NT,dentists,O,1,side swipe,Speeding,Yes,Urban,Icy pavement,30/05/2014,23/09/2016,1,2,"$3,408.00","$2,726.40",more than 30,more than 4,2 to 3 years,Liability,2,0
8111,SUV,Green,14,Chevrolet,30000 to 39000,1,Single,WA,student,O,0,collision with stationary vehicle,Distracted driving,No,Rural,Wet pavement,30/04/2014,17/01/2011,1,2,"$2,785.00","$2,228.00",more than 30,none,no change,Collision,3,1
8112,compacts,Grey,7,Saab,30000 to 39000,0,Single,TAS,marketing manager,O,0,side swipe,Tailgating/aggressive driving,Yes,Urban,Snow/Sleet,23/07/2015,16/02/2020,1,2,"$5,751.00","$5,175.90",more than 30,1,no change,Collision,3,0
8113,compacts,Black,9,Pontiac,20000 to 29000,0,Single,VIC,web developer,O,0,side swipe,Distracted driving,Yes,Urban,Wet pavement,23/02/2015,2/11/2010,0,1,"$5,622.00","$5,059.80",more than 30,2 to 4,no change,All Perils,3,1
8114,MPV,Green,10,Pontiac,30000 to 39000,0,Single,VIC,Accountants,O,0,side swipe,Speeding,Yes,Urban,Wet pavement,19/10/2010,9/05/2013,0,0,"$6,817.00","$6,135.30",more than 30,2 to 4,no change,Liability,3,0
8115,Subcompacts,Grey,14,Pontiac,20000 to 29000,1,Married,SA,Trailer Truck Drivers,O,1,collision with stationary vehicle,Speeding,No,Urban,Rain,24/03/2011,23/08/2019,0,3,"$2,895.00","$2,316.00",more than 30,1,no change,Collision,2,1
8116,SUV,Green,3,Toyota,20000 to 29000,0,Married,ACT,Teacher,O,1,nose-to-tail,Failing to give way,Yes,Urban,Rain,30/01/2016,29/12/2015,0,2,"$6,583.00","$5,924.70",more than 30,2 to 4,no change,Liability,3,1
8117,Subcompacts,Red,3,Accura,20000 to 29000,0,Married,NT,Accountants,O,1,side swipe,Distracted driving,No,Urban,Fog,20/08/2015,30/09/2016,0,3,"$5,229.00","$4,706.10",more than 30,none,no change,Liability,1,0
8118,SUV,Black,15,Honda,20000 to 29000,0,Married,QLD,office clerks,O,0,collision with stationary vehicle,Failing to give way,Yes,Urban,Wet pavement,31/08/2012,18/10/2013,0,1,$282.00,$0.00,more than 30,none,no change,All Perils,2,0
8119,Midsize,Yellow,11,Mazda,20000 to 29000,0,Married,VIC,lawyer,O,1,nose-to-tail,Driving drunk,No,Urban,Rain,17/04/2020,12/11/2017,1,2,$582.00,$407.40,more than 30,none,no change,Liability,1,0
8120,City-cars,Blue,9,Honda,20000 to 29000,1,Married,TAS,Security guards,O,0,nose-to-tail,Tailgating/aggressive driving,Yes,Urban,Wet pavement,27/08/2015,20/10/2015,0,4,"$3,317.00","$2,653.60",more than 30,more than 4,no change,Liability,2,0
8121,Subcompacts,Red,4,Pontiac,20000 to 29000,1,Married,WA,physical therapists,O,1,side swipe,Driving drunk,No,Urban,Wet pavement,10/05/2015,3/06/2012,0,2,"$1,676.00","$1,173.20",more than 30,1,no change,Collision,2,1
8122,Subcompacts,White,6,Toyota,more than 69000,0,Single,ACT,nurse,O,1,nose-to-tail,Speeding,Yes,Urban,Snow/Sleet,11/01/2013,20/08/2010,0,3,$436.00,$0.00,more than 30,1,no change,Liability,2,0
8123,Subcompacts,Yellow,1,Mazda,20000 to 29000,1,Single,NT,college professor,O,1,side swipe,Driving tired,No,Urban,Wet pavement,24/02/2012,1/06/2020,0,0,"$4,192.00","$3,353.60",more than 30,2 to 4,no change,Liability,1,0
8124,compacts,White,3,Chevrolet,20000 to 29000,0,Married,NT,dentists,O,1,side swipe,Poorly designed roads/intersections,No,Urban,Wet pavement,11/12/2013,10/11/2018,0,3,"$1,415.00",$990.50,more than 30,1,no change,All Perils,3,1
8125,SUV,Red,14,Pontiac,20000 to 29000,1,Single,SA,dentists,O,0,side swipe,Poorly designed roads/intersections,No,Urban,Rain,3/03/2018,11/02/2010,1,3,$793.00,$555.10,more than 30,none,no change,All Perils,1,0
8126,SUV,Green,14,Pontiac,20000 to 29000,1,Single,QLD,physical therapists,O,1,collision with an animal,Distracted driving,Yes,Urban,Icy pavement,14/05/2018,15/12/2018,0,2,"$6,373.00","$5,735.70",more than 30,none,no change,All Perils,2,0
8127,compacts,Yellow,10,Pontiac,20000 to 29000,1,Single,QLD,Cashiers,P1 or P2,0,nose-to-tail,Tailgating/aggressive driving,No,Urban,Snow/Sleet,30/03/2012,30/08/2020,0,0,"$5,430.00","$4,887.00",more than 30,none,no change,Liability,1,0
8128,City-cars,Green,15,Chevrolet,20000 to 29000,1,Single,VIC,web developer,O,1,nose-to-tail,Tailgating/aggressive driving,No,Urban,Snow/Slushy pavement,11/11/2010,12/12/2019,0,4,"$3,710.00","$2,968.00",more than 30,2 to 4,4 to 8 years,Liability,4,1
8129,City-cars,Yellow,8,Mazda,20000 to 29000,1,Single,TAS,web developer,O,1,collision with stationary vehicle,Speeding,No,Urban,Rain,27/09/2012,20/10/2020,0,1,"$1,568.00","$1,097.60",more than 30,none,no change,All Perils,2,1
8130,compacts,Black,12,Chevrolet,40000 to 59000,0,Married,SA,medical assistants,O,0,nose-to-tail,Speeding,No,Urban,Icy pavement,27/03/2011,11/06/2019,0,1,"$2,458.00","$1,966.40",more than 30,2 to 4,no change,Liability,4,1
